GEOID,NAME,mean_noise,max_noise,min_noise
06037460001,4600.01,54.82349316157761,75.31478881835938,45.055572509765625
06037554511,5545.11,53.084912830972904,77.12846374511719,45.02290725708008
06037408503,4085.03,54.76722151509831,71.68791961669922,45.0419921875
06037243001,2430.01,55.626668294270836,69.31915283203125,45.06098937988281
06037242201,2422.01,50.991973876953125,66.25209045410156,45.380706787109375
06037533504,5335.04,50.886734169407895,57.17171096801758,45.05828094482422
06037403328,4033.28,59.8595245215311,90.88135528564453,45.00785446166992
06037131021,1310.21,55.479176967958864,76.5877456665039,45.04878616333008
06037113238,1132.38,58.69176394440407,78.39666748046875,45.00373840332031
06037113428,1134.28,56.274579797650134,76.5494613647461,45.04742431640625
06037113423,1134.23,56.824962044534416,76.5446548461914,45.07181167602539
06037119801,1198.01,54.55220078930412,64.71878051757812,45.01333236694336
06037980035,9800.35,56.65691381751972,88.40670776367188,45.00236511230469
06037119004,1190.04,58.288828269142066,88.6099624633789,45.062339782714844
06037134906,1349.06,53.42444864908854,61.71141052246094,45.0324592590332
06037101222,1012.22,55.849630152925535,71.88084411621094,45.08933639526367
